id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,matchId,startDate,startTime,score,ftScore,htScore,etScore,venueName,maxMinute,playerId,playerName,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,isOwnGoal,cardType,xG,x_metrica,endX_metrica,y_metrica,endY_metrica,EPV_start,EPV_end,EPV_difference
2241066883.0,2,0,0.0,65,0.0,0.0,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 32, 'displayName': 'Start'}","{'value': 1, 'displayName': 'Successful'}",[],[],False,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,,,,,,,,,,,,,,,,-53.0,,-34.0,,,,
2241066893.0,2,0,0.0,1354,0.0,0.0,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 32, 'displayName': 'Start'}","{'value': 1, 'displayName': 'Successful'}",[],[],False,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,,,,,,,,,,,,,,,,-53.0,,-34.0,,,,
2241066907.0,3,0,0.0,65,50.5,49.7,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '54.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.6'}]","[90, 116, 29, 34, 36, 215, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,73494,Martin Braithwaite,45.0,54.8,,,,,,,,,,,,0.5300000000000011,-5.299999999999997,-0.20399999999999352,3.263999999999996,0.0139,0.0136,-0.0002999999999999999
2241066925.0,4,0,0.0,65,43.2,55.0,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '46.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 34, 37, 215, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,80241,Antoine Griezmann,33.8,46.6,,,,,,,,,,,,-7.207999999999991,-17.172000000000004,3.4000000000000057,-2.3119999999999976,0.013,0.0108,-0.002199999999999999
2241066939.0,5,0,2.0,65,32.3,41.2,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '57.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.1'}]","[90, 116, 29, 35, 36, 215, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,397469,Óscar Mingueza,37.1,57.0,,,,,,,,,,,,-18.762000000000008,-13.674,-5.983999999999998,4.759999999999998,0.0107,0.0116,0.0008999999999999998
2241066943.0,6,0,5.0,65,35.8,56.9,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '45.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '44.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 35, 37, 215, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,279423,Frenkie de Jong,44.2,45.5,,,,,,,,,,,,-15.052,-6.147999999999996,4.691999999999993,-3.0599999999999987,0.0112,0.0136,0.0023999999999999994
2241066963.0,7,0,6.0,65,44.2,45.5,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '58.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 34, 36, 215, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,44721,Sergio Busquets,38.9,58.8,,,,,,,,,,,,-6.147999999999996,-11.765999999999998,-3.0599999999999987,5.983999999999995,0.0136,0.0121,-0.0014999999999999996
2241066979.0,8,0,8.0,65,41.7,63.5,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '74.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '53.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 118, 116, 29, 35, 36, 215, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,279423,Frenkie de Jong,53.2,74.9,,,,,,,,,,,,-8.797999999999995,3.392000000000003,9.18,16.93200000000001,0.0123,0.0148,0.0025000000000000005
2241066989.0,9,0,9.0,65,53.2,74.9,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '44.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '68.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 34, 37, 215, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,80767,Philippe Coutinho,44.3,68.6,,,,,,,,,,,,3.392000000000003,-6.042000000000009,16.93200000000001,12.647999999999996,0.0148,0.0132,-0.0016000000000000007
2241067059.0,10,0,11.0,65,43.9,66.6,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '51.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.9'}]","[90, 116, 29, 35, 37, 215, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,279423,Frenkie de Jong,45.9,51.8,,,,,,,,,,,,-6.466000000000001,-4.346000000000004,11.287999999999997,1.2240000000000038,0.0126,0.0136,0.0009999999999999992
2241067081.0,11,0,16.0,65,51.0,61.8,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '91.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '60.7'}]","[90, 118, 116, 29, 35, 36, 215, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,44721,Sergio Busquets,60.7,91.7,,,,,,,,,,,,1.0600000000000023,11.341999999999999,8.024000000000001,28.356,0.015,0.0156,0.0005999999999999998
2241067095.0,12,0,18.0,65,61.0,92.1,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '84.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '60.4'}]","[90, 118, 116, 29, 34, 37, 215, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,44288,Jordi Alba,60.4,84.3,,,,,,,,,,,,11.659999999999997,11.024000000000001,28.627999999999993,23.323999999999998,0.0156,0.0169,0.001299999999999999
2241067101.0,13,0,20.0,65,60.4,83.7,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '88.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '58.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.9'}]","[90, 118, 116, 29, 34, 36, 215, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,80767,Philippe Coutinho,58.6,88.8,,,,,,,,,,,,11.024000000000001,9.116,22.916000000000004,26.384,0.0169,0.015,-0.001899999999999999
2241067117.0,14,0,20.0,65,58.6,88.4,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '75.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.3'}]","[90, 118, 116, 29, 34, 37, 215, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,44288,Jordi Alba,55.2,75.8,,,,,,,,,,,,9.116,5.512000000000008,26.112000000000002,17.543999999999997,0.015,0.0151,0.00010000000000000113
2241067151.0,15,0,23.0,65,56.5,72.3,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '50.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '52.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.4'}]","[90, 118, 116, 29, 34, 37, 215, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,44721,Sergio Busquets,52.5,50.6,,,,,,,,,,,,6.8899999999999935,2.6500000000000057,15.164000000000001,0.40800000000000125,0.0163,0.0156,-0.0006999999999999992
2241067177.0,16,0,25.0,65,46.4,45.8,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '53.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '26.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[90, 118, 116, 29, 35, 37, 215, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,279423,Frenkie de Jong,53.6,26.9,,,,,,,,,,,,-3.8160000000000025,3.8160000000000025,-2.8560000000000016,-15.708000000000002,0.0138,0.0148,0.0010000000000000009
2241067223.0,17,0,28.0,65,54.5,22.6,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '64.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '18.4'}]","[90, 118, 116, 29, 35, 37, 215, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,397469,Óscar Mingueza,64.1,18.4,,,,,,,,,,,,4.770000000000003,14.945999999999984,-18.631999999999998,-21.488,0.0151,0.0191,0.003999999999999998
2241067225.0,18,0,30.0,65,63.0,19.1,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 3, 'displayName': 'TakeOn'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 211, 'displayName': 'OverRun'}}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[90, 203]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,379205,Sergiño Dest,,,,,,,,,,,,,,13.780000000000001,,-21.012,,,,
2241067213.0,4,0,30.0,1354,37.9,72.5,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '71.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '4.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 34, 37, 214, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,95551,Álex Fernández,33.3,71.9,,,,,,,,,,,,-12.826,-17.702000000000005,15.299999999999997,14.892000000000003,0.0107,0.01,-0.0006999999999999992
2241067221.0,5,0,31.0,1354,33.3,71.9,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 49, 'displayName': 'BallRecovery'}","{'value': 1, 'displayName': 'Successful'}",[],[92],False,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,283284,Jens Jonsson,,,,,,,,,,,,,,-17.702000000000005,,14.892000000000003,,,,
2241067235.0,6,0,31.0,1354,33.3,71.9,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '82.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 35, 36, 215, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,283284,Jens Jonsson,36.6,82.4,,,,,,,,,,,,-17.702000000000005,-14.204,14.892000000000003,22.032000000000004,0.01,0.01,0.0
2241067253.0,7,0,33.0,1354,36.6,82.4,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '84.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 34, 36, 214, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,93543,Alberto Perea,30.3,84.0,,,,,,,,,,,,-14.204,-20.881999999999998,22.032000000000004,23.119999999999997,0.01,0.0089,-0.0011000000000000003
2241067267.0,8,0,33.0,1354,30.3,84.0,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.2'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '33.6'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '62.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '78.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[90, 119, 123, 127, 35, 37, 215, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,143655,Alfonso Espino,62.1,78.9,,,,,,,,,,,,-20.881999999999998,12.825999999999993,23.119999999999997,19.652,,,
2241067285.0,19,0,37.0,65,39.7,16.7,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 49, 'displayName': 'BallRecovery'}","{'value': 1, 'displayName': 'Successful'}",[],[92],False,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,397469,Óscar Mingueza,,,,,,,,,,,,,,-10.918,,-22.644000000000002,,,,
2241067351.0,20,0,39.0,65,34.6,11.8,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '19.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '28.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '45.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.2'}]","[90, 116, 29, 34, 36, 214, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,397469,Óscar Mingueza,19.2,45.5,,,,,,,,,,,,-16.323999999999998,-32.647999999999996,-25.976,-3.0599999999999987,0.0092,0.0083,-0.0008999999999999998
2241067371.0,21,0,41.0,65,19.2,45.5,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.9'}]","[90, 116, 29, 35, 37, 215, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,80774,Marc-André ter Stegen,37.9,42.8,,,,,,,,,,,,-32.647999999999996,-12.826,-3.0599999999999987,-4.896000000000001,0.0083,0.0116,0.003299999999999999
2241067437.0,22,0,47.0,65,45.8,51.3,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '48.8'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '90.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '32.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.0'}]","[90, 119, 123, 127, 35, 37, 216, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,44721,Sergio Busquets,90.6,32.3,,,,,,,,,,,,-4.452000000000005,43.03599999999999,0.8840000000000003,-12.036000000000001,,,
2241067441.0,9,0,51.0,1354,8.0,70.8,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 52, 'displayName': 'KeeperPickup'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 178, 'displayName': 'StandingSave'}}]",[92],False,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,136130,Jeremías Ledesma,,,,,,,,,,,,,,-44.519999999999996,,14.143999999999998,,,,
2241067523.0,10,0,54.0,1354,16.1,74.7,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 123, 'displayName': 'KeeperThrow'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '91.1'}]","[90, 35, 36, 214, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,136130,Jeremías Ledesma,29.7,91.1,,,,,,,,,,,,-35.934,-21.518,16.796,27.947999999999993,0.0074,0.0079,0.0005000000000000004
2241067547.0,11,0,59.0,1354,44.0,97.1,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '96.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '56.2'}]","[90, 118, 116, 29, 35, 37, 215, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,143655,Alfonso Espino,56.2,96.2,,,,,,,,,,,,-6.359999999999999,6.572000000000003,32.02799999999999,31.41600000000001,0.01,0.0136,0.003599999999999999
2241067557.0,12,1,1.0,1354,49.4,91.7,1,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '0.5'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '23'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '49.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '91.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.7'}]","[90, 117, 119, 28, 34, 37, 215, 217]",True,1492054,2020-12-05T00:00:00,2020-12-05T20:00:00,2 : 1,2 : 1,1 : 0,,Ramón de Carranza,95,93543,Alberto Perea,49.0,91.3,,,,,,,,,,,,-0.6360000000000028,-1.0600000000000023,28.356,28.083999999999996,,,
